field: text
field: user/screen_name
field: user/name
field: user/id
  >>>   text: "@thefincher Still up for a beer and google debate tonight then?"
  >>>   user/name: "Robert Govier"
  >>>   unixtime: 1257436395423
  >>>   user/id: 16666068
  >>>   user/screen_name: "thegovier"

  >>>   text: "@alejoborrero Ale? el arquitecto? Happy Birthday coming soon?"
  >>>   user/name: "Margie Victoria Vogt"
  >>>   unixtime: 1257436402094
  >>>   user/id: 36760597
  >>>   user/screen_name: "mvusa"

  >>>   text: "PSP custom firmware help: Hi guys, I&#39;ve been very much out of the loop of the psp homebrew world for the la.. http://bit.ly/3itTlu"
  >>>   user/name: "Ty Cameron"
  >>>   unixtime: 1257436406558
  >>>   user/id: 65121911
  >>>   user/screen_name: "MosquitoBoyTy"

  >>>   text: "RT @DowntownLkld: new twitter for @brewzcrewz. follow us to keep up on Feb. beer fest and get VIP info."
  >>>   user/name: "Frankie Majowich"
  >>>   unixtime: 1257436410659
  >>>   user/id: 11780482
  >>>   user/screen_name: "fmajowich"

  >>>   text: "Stung (both of us) by jellyfish today. Sue having tea and cake. For me it's beer and cake http://yfrog.com/0l9kmtj"
  >>>   user/name: "Nik Stanbridge"
  >>>   unixtime: 1257436417870
  >>>   user/id: 19766601
  >>>   user/screen_name: "nikstanbridge"

  >>>   text: "http://twitpic.com/od6ra following THE lorry! Don't know where it's going to but I really don't care!\nBeer!"
  >>>   user/name: "Dougal McQuack"
  >>>   unixtime: 1257436427684
  >>>   user/id: 73937875
  >>>   user/screen_name: "DougalMcQuack"

  >>>   text: "DC: musician/s needed to play at an eco-justice coffee house this Friday, Folk/Blues/Jazz/Drumming/Classical wld be fine.Free food and beer."
  >>>   user/name: "B Karasik"
  >>>   unixtime: 1257436428779
  >>>   user/id: 20778703
  >>>   user/screen_name: "PaintsNature"

  >>>   text: "@gnorthfield He's not the man I married. *taps fag ash into empty can of Special Brew*"
  >>>   user/name: "Debbie Knitshade"
  >>>   unixtime: 1257436433987
  >>>   user/id: 87574545
  >>>   user/screen_name: "Debbieknitshade"

  >>>   text: "All you can eat beer and appetizers at Yaletown tomorrow night is going to be daaangerous. Definitely signing up for the gym in the morning."
  >>>   user/name: "Risse"
  >>>   unixtime: 1257436442873
  >>>   user/id: 16875650
  >>>   user/screen_name: "amarisse"

  >>>   text: "Man in KY uses computer for something other than beer coaster... RT @14News: Two men indicted on hacking charges http://bit.ly/3uouUw"
  >>>   user/name: "Rooster McDouchey"
  >>>   unixtime: 1257436443234
  >>>   user/id: 1271281
  >>>   user/screen_name: "xxabsentxx"

  >>>   text: "@CraicJoe Did the raccoon stop and harrass you for your beer? They can get pretty big and nasty if they think you have beer. lol."
  >>>   user/name: "Christina"
  >>>   unixtime: 1257436447540
  >>>   user/id: 20043389
  >>>   user/screen_name: "Christina_Lee"

  >>>   text: "Only my dad would have a coffee machine that makes it significantly _more_ difficult to brew coffee than anything else on the market."
  >>>   user/name: "Dave Mancuso"
  >>>   unixtime: 1257436453101
  >>>   user/id: 11725562
  >>>   user/screen_name: "davemancuso"

  >>>   text: "Presidente da Junta Comercial \u00e9 sabatinado na ALE"
  >>>   user/name: "ALE-RR"
  >>>   unixtime: 1257436453794
  >>>   user/id: 69313889
  >>>   user/screen_name: "ale_rr"

  >>>   text: "Anyone know where there is a good craft/import beer selection in Clermont/S. Lake County, Fla.?"
  >>>   user/name: "Gerard Walen"
  >>>   unixtime: 1257436454366
  >>>   user/id: 39107007
  >>>   user/screen_name: "gwalen"

  >>>   text: "Check out our beer specials!  Saturday and Sunday (Game Day Special)   Buy a Bucket of Beer (6) and get: An 18\"... http://bit.ly/2OU09p"
  >>>   user/name: "Jim Aiello"
  >>>   unixtime: 1257436459718
  >>>   user/id: 44896726
  >>>   user/screen_name: "PizzaSola"

  >>>   text: "+cold beer+hot chicks pa pala. ehehe"
  >>>   user/name: "jonan bandoma"
  >>>   unixtime: 1257436464814
  >>>   user/id: 46128017
  >>>   user/screen_name: "the_real_jonan"

  >>>   text: "New KSC campaign for Wisconsin Lottery, Plus Beer! Yay! Check out the October news posting: http://www.killswitchcollective.com/news/2009"
  >>>   user/name: "KillswitchCollective"
  >>>   unixtime: 1257436466907
  >>>   user/id: 19345168
  >>>   user/screen_name: "KSCollective"

  >>>   text: "Sherwood Forest Blueberry, Victory Prima Pils, Stone Pale Ale now on tap"
  >>>   user/name: "Bronx Ale House"
  >>>   unixtime: 1257436467922
  >>>   user/id: 67648665
  >>>   user/screen_name: "BronxAleHouse"

  >>>   text: "Policiais Civis buscam ajuda da ALE para serem empossados"
  >>>   user/name: "ALE-RR"
  >>>   unixtime: 1257436472147
  >>>   user/id: 69313889
  >>>   user/screen_name: "ale_rr"

  >>>   text: "it's official. tonight is zombie night at the studio again. Dawn of the Dead (orig)+projector+wall+beer=bliss"
  >>>   user/name: "Pitch Interactive"
  >>>   unixtime: 1257436472784
  >>>   user/id: 32889156
  >>>   user/screen_name: "pitchinteractiv"

  >>>   text: "I just saw some yoga stunts displayed by a 60 plus old man.. Beer works wonder!"
  >>>   user/name: "Lian Yining"
  >>>   unixtime: 1257436474645
  >>>   user/id: 86764708
  >>>   user/screen_name: "yining_"

  >>>   text: "We are filling the kegs for our $1.00 draft beer tonight in A.J.'s Pub.  Come on in and have a beer and the best burger in Dodge County!"
  >>>   user/name: "The Audubon Inn "
  >>>   unixtime: 1257436476486
  >>>   user/id: 43917108
  >>>   user/screen_name: "AudubonInn"

  >>>   text: "@bobeshkeeper what about the 'spend more timing thinking about beer than work' bit, hmmm?"
  >>>   user/name: "1000heads - Molly"
  >>>   unixtime: 1257436476785
  >>>   user/id: 17968345
  >>>   user/screen_name: "1000heads"

  >>>   text: "Beer: Can it be? A grocery that sells six-packs? - Pittsburgh Post-Gazette: Finally: You can buy beer in a supe.. http://chilp.it/?b7a792"
  >>>   user/name: "Beer Maven"
  >>>   unixtime: 1257436477672
  >>>   user/id: 25721142
  >>>   user/screen_name: "beermaven"

  >>>   text: "@THISISBIGGATES MYSPACE.COM/WILSONBOYZ863 VIDEO SHOOT HIT SINGLE \"SHE ROCKIN IT\" CLUB ALE GATORS DIS SAT. 12PM-3PM WE GOT DA NERVES!"
  >>>   user/name: "Million Man"
  >>>   unixtime: 1257436479887
  >>>   user/id: 27250063
  >>>   user/screen_name: "officialdwilson"

  >>>   text: "Duluan,ntar gw lempar balik :DRT @desfandwi: thread gw jadi hot thread di ultahnya kaskus..cendolnya dong gan..:beer:"
  >>>   user/name: "Muhammad adriansyah"
  >>>   unixtime: 1257436481731
  >>>   user/id: 82323329
  >>>   user/screen_name: "hahaadri"

  >>>   text: "And the draft list... RT @ninemile: Currently on tap, wedge iron rail, wedge golem, pisgah pale ale & foothills brown ale. #avlbeer"
  >>>   user/name: "bruisinales"
  >>>   unixtime: 1257436485925
  >>>   user/id: 16552513
  >>>   user/screen_name: "bruisinales"

  >>>   text: "@zachcruz doh!  They don't even hv paper cups here.  Imma have to sneak swigs of whiskey and ginger ale from the bottles."
  >>>   user/name: "Aricson DeChavez"
  >>>   unixtime: 1257436490268
  >>>   user/id: 60089357
  >>>   user/screen_name: "aroksun"

  >>>   text: "Samrat Saroj n Sumit bam the three S's---we had a blast at your birthday beer bash.....happy birthday again"
  >>>   user/name: "dipeshwor  shrestha"
  >>>   unixtime: 1257436493233
  >>>   user/id: 45745369
  >>>   user/screen_name: "dipeshwor"

  >>>   text: "Tonight is the night we tap a 300 lb pumpkin full of our Great Pumpkin Ale! 7:55pm."
  >>>   user/name: "5seasonswestside"
  >>>   unixtime: 1257436497623
  >>>   user/id: 59267003
  >>>   user/screen_name: "5seasonswest"

  >>>   text: "@paulistabruno vc tem ps3 e fifa 10? o ale tem xbox e me enche o saco pra jogar grid. e tenho mais amigos com xbox do q ps3"
  >>>   user/name: "kekone"
  >>>   unixtime: 1257436500164
  >>>   user/id: 8880742
  >>>   user/screen_name: "kekone"

  >>>   text: "RT @Astead0723: @DarkSkiinb3auTy shut up girl, u need to workoout I hear u got a beer belly haa:aye yoooo hella OD"
  >>>   user/name: "Ronnel"
  >>>   unixtime: 1257436500374
  >>>   user/id: 42990474
  >>>   user/screen_name: "kingnel21"

  >>>   text: "@supercool_adam @jennnaamarie that's cause I'm a beast at beer pong! Lol and I was tipsyy! Haha. Adam download the emoji app!"
  >>>   user/name: "May Saeliew"
  >>>   unixtime: 1257436500577
  >>>   user/id: 30281652
  >>>   user/screen_name: "dengmayuslow"

  >>>   text: "Boom times for beer brewer in dry country - New Zealand Herald http://url4.eu/hTpE"
  >>>   user/name: "kse"
  >>>   unixtime: 1257436507355
  >>>   user/id: 64158754
  >>>   user/screen_name: "karbusinessnews"

  >>>   text: "Tempted to have a beer tonight.. Pre-weekend warm up."
  >>>   user/name: "James Allen"
  >>>   unixtime: 1257436507989
  >>>   user/id: 31143984
  >>>   user/screen_name: "jamesallenuk"

  >>>   text: "ambienternst: ambienternst: Comentario de Ale en Lexic\u00f3n Deforme: Me estan faltando en la C CAMPEON (\"como un campe... http://bit.ly/2Xe6A3"
  >>>   user/name: "TwitFlip"
  >>>   unixtime: 1257436511419
  >>>   user/id: 17586156
  >>>   user/screen_name: "TwitFlip"

  >>>   text: "RT @betweenthelimes RT @alisonkerr : Interesting - your choice of beer reveals your sustainability preferences! http://mnn.com/node/41232"
  >>>   user/name: "ladyjuliet23"
  >>>   unixtime: 1257436512875
  >>>   user/id: 15774081
  >>>   user/screen_name: "ladyjuliet23"

  >>>   text: "Beer tasting tonight at 7 pm.  Hope to see all of you here! http://bit.ly/4ieq9c"
  >>>   user/name: "Nana Willey"
  >>>   unixtime: 1257436515137
  >>>   user/id: 28449653
  >>>   user/screen_name: "1hop_whore"

  >>>   text: "Whisper | Small Beer Press http://tinyurl.com/yz24ckr"
  >>>   user/name: "Ella Cervantes"
  >>>   unixtime: 1257436515257
  >>>   user/id: 86193419
  >>>   user/screen_name: "ella_n1sl"

  >>>   text: "Where can you swim in beer? @7:15 & What are this year's hot holiday gadgets? @8:50 - Do The Crew tomorrow! - Newman #fb"
  >>>   user/name: "94.5 PST"
  >>>   unixtime: 1257436516655
  >>>   user/id: 17857167
  >>>   user/screen_name: "WPST"

  >>>   text: "yep, conservatory roof deffo fixed, won'tget heavier rain than last night i would hope.  Now lets make some homebrew beer for chrimbo"
  >>>   user/name: "Matthew Holloway"
  >>>   unixtime: 1257436520504
  >>>   user/id: 19593924
  >>>   user/screen_name: "matthollo"

  >>>   text: "In desperate  need of aspirin & ginger ale. Wish heb delivered"
  >>>   user/name: "Anna Katherine Odom"
  >>>   unixtime: 1257436520972
  >>>   user/id: 30344637
  >>>   user/screen_name: "katieisbadnews"

  >>>   text: "RT @HomerJSimpson Here\u2019s a great baseball drinking game. Every pitch, drink a beer. When you wake in a hospital the nurses will tell who won"
  >>>   user/name: "Fernando  Hasil"
  >>>   unixtime: 1257436521804
  >>>   user/id: 59304872
  >>>   user/screen_name: "fernandohasil"

  >>>   text: "Heading off to #10WeeksOfBeer soon... Looking forward to what's in store for us! #afterwork #beer"
  >>>   user/name: "Nick Sakellariou"
  >>>   unixtime: 1257436530349
  >>>   user/id: 646913
  >>>   user/screen_name: "nicksak"

  >>>   text: "You take your snacks to da movie theater for da family but you take beer and some snacks for yourself #thatsghetto"
  >>>   user/name: "Adrian Munoz"
  >>>   unixtime: 1257436536968
  >>>   user/id: 30294279
  >>>   user/screen_name: "mrcubby"

  >>>   text: "Top 10 Super Bowl Beer Commercials\nhttp://www.beerinfo.com/index.php/pages/commercialssuperbowl.html"
  >>>   user/name: "Dow Scoggins - Beer "
  >>>   unixtime: 1257436537937
  >>>   user/id: 21323188
  >>>   user/screen_name: "Beer_Info"

  >>>   text: "@AJLlewellyn North Carolina has 3 dry counties left. The rest of the state sell beer & wine all over, the hard liquor is at the ABC store"
  >>>   user/name: "George Allwynn"
  >>>   unixtime: 1257436539083
  >>>   user/id: 48895091
  >>>   user/screen_name: "George_Allwynn"

  >>>   text: "I'm in the mood for a cold beer. Gabriella meeting tonight. http://moodspin.com/ThatcherP"
  >>>   user/name: "Thatcher"
  >>>   unixtime: 1257436549177
  >>>   user/id: 7857222
  >>>   user/screen_name: "ThatcherP"

  >>>   text: "dnes sv\u00edtilo slun\u00ed\u010dko a te\u010f u\u017e se pomalu stm\u00edv\u00e1, a tak sv\u00e9 drah\u00e9 d\u00edvky obejmu asi u\u017e ve tm\u011b. pot\u0159ebovala bych teleport, jinak ale se t\u011b\u0161im!"
  >>>   user/name: "monstumslavka"
  >>>   unixtime: 1257436552421
  >>>   user/id: 16519448
  >>>   user/screen_name: "monstrumslava"

  >>>   text: "From the country that brought us Bruno. Starkenberger Beer Resort | Starkenber, Austria | Atlas Obscura: http://bit.ly/Lr2uR via @addthis."
  >>>   user/name: "Kathy O'Donnell"
  >>>   unixtime: 1257436553238
  >>>   user/id: 22554910
  >>>   user/screen_name: "kathyodonnell"

  >>>   text: "Upgrade na 500GB HD \u00fasp\u011b\u0161n\u00fd, poda\u0159ilo se mi ale lehce po\u0161kodit ribbon kabl\u00edk u disku, tak\u017ee sh\u00e1n\u00edm nov\u00fd, p\u0159\u00edpadn\u011b pou\u017eit\u00fd - MBP 3,"
  >>>   user/name: "Tom\u00e1\u0161 David"
  >>>   unixtime: 1257436553364
  >>>   user/id: 62838662
  >>>   user/screen_name: "goulash667"

  >>>   text: "looking forward to @joshuaradin tonight...hey joshua...good place to pregame is the goosetown directly across the street. come have a beer"
  >>>   user/name: "Brandon Frawley"
  >>>   unixtime: 1257436553671
  >>>   user/id: 28601147
  >>>   user/screen_name: "bfrawley"

  >>>   text: "@wizardelite I'll buy you a beer when you pull it off #quitsmoking #support"
  >>>   user/name: "Phelan Riessen \u2714"
  >>>   unixtime: 1257436556617
  >>>   user/id: 6538602
  >>>   user/screen_name: "Imagium"

  >>>   text: "I'm a woman and I love beer...score RT @BeerUniverse: RT @tamre Give me a woman who loves beer and I will conquer the world. - Kaiser Wlhelm"
  >>>   user/name: "Kara H."
  >>>   unixtime: 1257436560181
  >>>   user/id: 22637627
  >>>   user/screen_name: "hgolightly12"

  >>>   text: "Upgrade na 500GB HD \u00fasp\u011b\u0161n\u00fd, poda\u0159ilo se mi ale lehce po\u0161kodit ribbon kabl\u00edk u disku, tak\u017ee sch\u00e1n\u00edm nov\u00fd, p\u0159\u00edpadn\u011b pou\u017eit\u00fd - MBP 3,1"
  >>>   user/name: "Tom\u00e1\u0161 David"
  >>>   unixtime: 1257436564080
  >>>   user/id: 62838662
  >>>   user/screen_name: "goulash667"

  >>>   text: "I'm in the mood for a cold beer. Gabriella's graduation party tonight. http://moodspin.com/ThatcherP"
  >>>   user/name: "Thatcher"
  >>>   unixtime: 1257436564817
  >>>   user/id: 7857222
  >>>   user/screen_name: "ThatcherP"

  >>>   text: "If the US celebrated Guy Fawkes Day, we'd mix beer drinking with burning effigies. Bad idea."
  >>>   user/name: "Matthew Petro"
  >>>   unixtime: 1257436570336
  >>>   user/id: 13363372
  >>>   user/screen_name: "matthewpetro"

  >>>   text: "Preparing for our preview party for Cynthia Knapp.  JOIN US!  Tonight from 6-8 for wine, beer, and fantastic(!) art! Be here!"
  >>>   user/name: "Rebekah Jacob"
  >>>   unixtime: 1257436576692
  >>>   user/id: 29781493
  >>>   user/screen_name: "rebekahjacob"

  >>>   text: "what should i do tonight? beer with boy friends or dinner with girl friends?"
  >>>   user/name: "Natalia Cavia"
  >>>   unixtime: 1257436577043
  >>>   user/id: 73173015
  >>>   user/screen_name: "nat_orb"

  >>>   text: "Really excited about tonight. Dug out the old drum funk : ) Can't wait to see the homies and eat some good food and drink some good beer : )"
  >>>   user/name: "Scotty / Covert"
  >>>   unixtime: 1257436577588
  >>>   user/id: 22509140
  >>>   user/screen_name: "COVERTDJ"

  >>>   text: "Upgrade na 500GB HD \u00fasp\u011b\u0161n\u00fd, poda\u0159ilo se mi ale lehce po\u0161kodit ribbon kabl\u00edk u disku, tak\u017ee sh\u00e1n\u00edm nov\u00fd, p\u0159\u00edpadn\u011b pou\u017eit\u00fd - MBP 3,1"
  >>>   user/name: "Tom\u00e1\u0161 David"
  >>>   unixtime: 1257436583516
  >>>   user/id: 62838662
  >>>   user/screen_name: "goulash667"

  >>>   text: "Don't take life too seriously you'll never get out of it  ale."
  >>>   user/name: "FXMadeSimple"
  >>>   unixtime: 1257436596474
  >>>   user/id: 40031259
  >>>   user/screen_name: "FXMadeSimple"

  >>>   text: "@defunct1 Well done. They don't deserve it. An 8 dollar brew is just so wrong."
  >>>   user/name: "Z Lex Ramli"
  >>>   unixtime: 1257436596724
  >>>   user/id: 19288692
  >>>   user/screen_name: "LexRamli"

  >>>   text: "RT @edgymama: Brews News: @HighlandBrew Cold Mountain Ale update and more: http://bit.ly/UH56L #avlbeer #craftbeer #avlnews"
  >>>   user/name: "bruisinales"
  >>>   unixtime: 1257436602337
  >>>   user/id: 16552513
  >>>   user/screen_name: "bruisinales"

  >>>   text: "YES SIR!   RT @SaintArnold: Brewing Christmas Ale & Amber Ale and...this is a big one folks... carbonating #DR9! Bottling it next week."
  >>>   user/name: "S. Hudson"
  >>>   unixtime: 1257436606382
  >>>   user/id: 34637069
  >>>   user/screen_name: "smh0768"

  >>>   text: "@strebel buying beer and ice before 9am...this is SOP for you (standard operating procedure), correct?"
  >>>   user/name: "Matthew O'Brien"
  >>>   unixtime: 1257436610587
  >>>   user/id: 7592202
  >>>   user/screen_name: "Blogster"

  >>>   text: "RT @bruisinales: draft list... RT @ninemile: Currently on tap, wedge iron rail, wedge golem, pisgah pale ale & foothills brown ale. #avlbeer"
  >>>   user/name: "Dorothea Berry"
  >>>   unixtime: 1257436613946
  >>>   user/id: 36598704
  >>>   user/screen_name: "DoraBerry"

  >>>   text: "imi pare rau ca nu am dat decat 3 invitatii ieri.. celor care m-au ajutat cu conturi de twitter ale magazinelor online.. azi, nu"
  >>>   user/name: "Liviu Taloi"
  >>>   unixtime: 1257436614186
  >>>   user/id: 9421572
